brand type,km,ownerno,oem,model,modelyear,price,registration year,insurance validity,fuel type,seats,transmission,year of manufacture,displacement,no of cylinder,values per cylinder,turbo charger,super charger,length,width,height,gear box,drive type,steering type,turning radius,tyre type,no door numbers,city
hatchback,121032,3,hyundai,hyundai i20,2010,280000,2010,third party,petrol,5,manual,2010,1197,4,4,no,no,3940,1710,1505,5,fwd,power,5.01,tubeless radial,5,chennai
hatchback,91000,1,hyundai,hyundai i10,2010,265000,2010,comprehensive,petrol,5,manual,2010,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.01,tubeless radial,4,chennai
suv,30000,1,kia,kia seltos,2020,1200000,2020,comprehensive,diesel,5,manual,2020,1493,4,4,yes,no,4315,1800,1645,6,fwd,electric,5.41,tubeless radial,5,chennai
hatchback,82171,2,maruti,maruti baleno,2019,574000,2019,comprehensive,petrol,5,manual,2019,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,chennai
hatchback,18551,1,tata,tata tiago,2022,711000,2022,comprehensive,cng,5,manual,2022,1199,3,4,no,no,3765,1677,1535,5,fwd,electric,4.93,tubeless radial,5,chennai
hatchback,35000,1,hyundai,hyundai i20,2020,960000,2020,comprehensive,petrol,5,automatic,2020,998,3,4,yes,no,3995,1775,1505,7,fwd,electric,5.01,tubeless radial,5,chennai
hatchback,50252,1,maruti,maruti alto 800,2016,273000,2016,comprehensive,petrol,5,manual,2016,796,3,4,no,no,3430,1515,1475,5,fwd,power,4.6,tubeless,5,chennai
sedan,34715,2,honda,honda amaze,2019,593000,2019,comprehensive,petrol,5,manual,2019,1199,4,4,no,no,3995,1695,1501,5,fwd,power,4.7,tubeless radial,4,chennai
suv,30197,1,mg,mg hector,2020,1725000,2020,third party,petrol,5,automatic,2020,1451,4,4,yes,no,4655,1835,1760,6,fwd,manual,5.41,radial,5,chennai
suv,79089,2,hyundai,hyundai creta,2018,844999,2018,third party,petrol,5,manual,2018,1591,4,4,no,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,chennai
sedan,24035,2,nissan,nissan sunny,2011,300000,2011,comprehensive,petrol,5,manual,2011,1498,4,4,no,no,4425,1695,1505,5,fwd,power,5.3,tubeless radial,4,chennai
hatchback,39605,1,hyundai,hyundai grand i10 nios,2020,735000,2020,comprehensive,diesel,5,manual,2020,1186,4,4,yes,no,3805,1680,1520,5,fwd,electric,5.01,tubeless radial,5,chennai
hatchback,66992,1,maruti,maruti wagon r,2016,407000,2016,comprehensive,petrol,5,automatic,2016,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,chennai
suv,50000,1,mercedes-benz,mercedes-benz glc,2021,5900000,2021,comprehensive,diesel,5,automatic,2021,1950,4,4,yes,no,4658,1890,1644,9,awd,power,5.73,tubeless radial,5,chennai
hatchback,29973,1,maruti,maruti celerio,2017,459999,2017,third party,petrol,5,manual,2017,998,3,4,no,no,3695,1600,1560,5,fwd,power,4.7,tubeless radial,5,chennai
hatchback,49791,1,renault,renault kwid,2018,360000,2018,third party,petrol,5,manual,2018,799,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,chennai
suv,52609,1,mg,mg hector,2020,1650000,2020,third party,petrol,5,automatic,2020,1451,4,4,yes,no,4655,1835,1760,6,fwd,manual,5.41,radial,5,chennai
hatchback,70000,1,honda,honda jazz,2010,360000,2010,comprehensive,petrol,5,manual,2010,1198,4,4,no,no,3900,1695,1535,f,2wd,power,5.1,tubeless radial,5,chennai
suv,23000,1,honda,honda wr-v,2018,700000,2018,third party,petrol,5,manual,2018,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,chennai
hatchback,52172,1,maruti,maruti alto,2010,210000,2010,third party,petrol,5,manual,2010,796,3,4,no,no,3495,1475,1460,5,fwd,power,4.6,tubeless radial,5,chennai
suv,29041,1,hyundai,hyundai creta,2022,1825000,2022,third party,diesel,5,manual,2022,1493,4,4,yes,no,4300,1790,1635,6,fwd,power,5.01,tubeless radial,5,chennai
hatchback,67022,1,nissan,nissan micra,2017,484999,2017,third party,petrol,5,automatic,2017,1198,3,4,no,no,3825,1665,1530,c,fwd,power,4.65,tubeless radial,5,chennai
sedan,9900,1,audi,audi a8,2021,9000000,2021,comprehensive,petrol,5,automatic,2021,2995,6,4,yes,no,5302,1945,1485,8,awd,electric,6.16,radial,4,chennai
sedan,103651,2,volkswagen,volkswagen ameo,2016,513000,2016,zero dep,diesel,5,manual,2016,1498,4,4,yes,no,3995,1682,1483,5,fwd,power,5.11,tubeless radial,4,chennai
sedan,49682,1,honda,honda amaze,2016,520000,2017,third party,petrol,5,automatic,2016,1198,4,4,no,no,3990,1680,1505,5,fwd,power,4.7,tubeless radial,4,chennai
suv,31000,1,volvo,volvo xc60,2018,4800000,2018,comprehensive,diesel,5,automatic,2018,1984,5,4,yes,no,4644,2120,1713,8,fwd,power,5.8,tubeless radial,5,chennai
hatchback,53751,3,renault,renault kwid,2018,305000,2018,comprehensive,petrol,5,manual,2018,799,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,chennai
hatchback,111283,2,maruti,maruti alto 800,2015,238000,2015,comprehensive,petrol,5,manual,2015,796,3,4,no,no,3445,1515,1475,5,fwd,manual,4.6,tubeless,5,chennai
suv,63000,2,ford,ford ecosport,2013,540000,2013,comprehensive,diesel,5,manual,2013,1498,4,2,yes,no,3999,1765,1708,5,fwd,power,5.3,tubeless radial,5,chennai
muv,52509,1,datsun,datsun go plus,2016,362000,2016,comprehensive,petrol,7,manual,2016,1198,3,4,no,no,3995,1635,1490,5,fwd,power,4.6,tubeless,5,chennai
hatchback,69319,1,nissan,nissan micra,2017,459999,2017,third party,diesel,5,manual,2017,1461,4,2,yes,no,3825,1665,1525,5,fwd,power,4.65,tubeless radial,5,chennai
hatchback,89191,1,maruti,maruti celerio,2018,451000,2019,comprehensive,petrol,5,manual,2018,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.83,tubeless radial,5,chennai
suv,123152,1,mahindra,mahindra kuv 100,2017,442000,2017,comprehensive,diesel,6,manual,2017,1198,3,4,yes,no,3675,1715,1655,5,fwd,power,5.05,tubeless radial,5,chennai
sedan,65000,2,audi,audi a6,2013,1480000,2013,comprehensive,diesel,5,automatic,2013,1968,4,4,yes,no,4915,2086,1455,8,fwd,power,5.95,tubeless radial,4,chennai
sedan,116413,1,honda,honda amaze,2014,430000,2014,comprehensive,diesel,5,manual,2014,1498,4,4,yes,no,3990,1680,1505,5,fwd,power,4.7,tubeless radial,4,chennai
sedan,56000,1,audi,audi a6,2015,2290000,2016,third party,petrol,5,automatic,2015,1798,4,4,yes,no,4933,2086,1455,7,fwd,power,5.95,tubeless radial,4,chennai
sedan,78000,1,audi,audi a6,2015,2089999,2016,third party,petrol,5,automatic,2015,1798,4,4,yes,no,4933,1874,1455,7,fwd,power,5.95,tubeless radial,4,chennai
suv,30000,1,mercedes-benz,mercedes-benz gle,2020,7500000,2020,comprehensive,diesel,5,automatic,2020,1950,4,4,yes,no,4924,2157,1772,9,awd,power,5.9,tubeless radial,5,chennai
suv,2000,1,mercedes-benz,mercedes-benz amg gla 35,2022,6450000,2022,third party,petrol,5,automatic,2022,1991,4,4,yes,no,4436,2020,1588,a,awd,electric,5.73,tubeless radial,5,chennai
sedan,300,1,mercedes-benz,mercedes-benz amg a 35,2022,5900000,2022,comprehensive,petrol,5,automatic,2022,1991,4,4,yes,no,4559,1992,1411,a,awd,electric,5.73,tubeless radial,4,chennai
suv,11600,1,hyundai,hyundai venue,2022,950000,2022,third party,petrol,5,manual,2022,1197,4,4,no,no,3995,1770,1617,5,fwd,power,5.01,tubeless radial,5,chennai
suv,18377,1,mg,mg hector,2021,1750000,2021,third party,petrol,5,manual,2021,1451,4,4,yes,no,4655,1835,1760,6,fwd,manual,5.41,radial,5,chennai
sedan,97000,2,honda,honda city,2010,365000,2010,comprehensive,petrol,5,automatic,2010,1497,4,4,no,no,4420,1695,1480,5,fwd,power,5.3,tubeless radial,4,chennai
hatchback,75184,1,hyundai,hyundai eon,2015,287000,2015,comprehensive,petrol,5,manual,2015,814,3,3,no,no,3495,1550,1500,5,fwd,power,4.6,tubeless,5,chennai
sedan,49387,2,maruti,maruti swift dzire,2014,437000,2014,comprehensive,petrol,5,manual,2014,1197,4,4,no,no,3995,1735,1515,5,fwd,electric,4.8,tubeless radial,4,chennai
hatchback,81000,1,hyundai,hyundai i10,2011,310000,2011,comprehensive,petrol,5,manual,2011,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.01,tubeless radial,4,chennai
hatchback,80320,1,maruti,maruti wagon r,2010,287000,2011,comprehensive,petrol,5,manual,2010,998,3,4,no,no,3595,1495,1700,5,fwd,power,4.6,tubeless radial,4,chennai
sedan,8608,1,skoda,skoda rapid,2021,1202000,2021,zero dep,petrol,5,automatic,2021,999,3,4,yes,no,4413,1699,1466,6,fwd,power,5.3,tubeless radial,4,chennai
sedan,23000,1,hyundai,hyundai verna,2018,975000,2018,comprehensive,petrol,5,automatic,2018,1591,4,4,no,no,4440,1729,1475,6,fwd,power,5.01,tubeless,4,chennai
suv,96892,3,nissan,nissan terrano,2015,515000,2015,third party,diesel,5,manual,2015,1461,4,4,yes,no,4331,2000,1671,6,fwd,power,5.2,tubeless,5,chennai
suv,75000,1,renault,renault duster,2016,665000,2016,comprehensive,diesel,5,manual,2016,1461,4,4,yes,no,4315,1822,1695,5,fwd,power,5.2,tubeless,5,chennai
hatchback,61237,1,maruti,maruti alto 800,2016,279000,2016,third party,petrol,5,manual,2016,796,3,4,no,no,3445,1515,1475,5,fwd,manual,4.6,tubeless,5,chennai
suv,32806,1,nissan,nissan magnite,2021,766000,2021,comprehensive,petrol,5,manual,2021,999,3,4,yes,no,3994,1758,1572,5,fwd,electronic,5.0,tubeless radial,5,chennai
hatchback,52138,1,renault,renault kwid,2019,380000,2019,third party,petrol,5,manual,2019,999,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,chennai
sedan,37429,1,volkswagen,volkswagen ameo,2016,520000,2016,third party,petrol,5,manual,2016,999,3,4,no,no,3995,1682,1483,5,fwd,power,5.11,tubeless radial,4,chennai
hatchback,78978,2,maruti,maruti wagon r,2010,260000,2010,third party,petrol,5,manual,2010,998,3,4,no,no,3655,1620,1675,5,fwd,power,4.7,tubeless radial,5,chennai
suv,100000,2,toyota,toyota fortuner,2012,1475000,2012,comprehensive,diesel,7,manual,2012,2982,4,4,yes,no,4705,1840,1850,5,fwd,power,5.6,tubeless radial,5,chennai
suv,96000,2,mercedes-benz,mercedes-benz m-class,2014,1975000,2014,third party,diesel,5,automatic,2014,2143,4,4,yes,no,4817,2141,1762,7,awd,power,5.9,tubeless radial,5,chennai
suv,69000,1,skoda,skoda kodiaq,2018,2800000,2018,comprehensive,diesel,7,automatic,2018,1968,4,4,yes,no,4697,1882,1676,7,4wd,power,6.1,tubeless,5,chennai
hatchback,52044,1,honda,honda brio,2015,450000,2015,third party,petrol,5,manual,2015,1198,4,4,no,no,3610,1680,1500,5,fwd,power,4.5,tubeless radial,5,chennai
sedan,37000,1,audi,audi a3,2019,2425000,2019,third party,petrol,5,automatic,2019,1395,4,4,yes,no,4458,1796,1416,7,fwd,power,5.35,tubeless radial,4,chennai
muv,8541,1,renault,renault triber,2023,840000,2023,third party,petrol,7,manual,2023,999,3,4,no,no,3991,1739,1643,5,fwd,electric,4.97,tubeless radial,5,chennai
sedan,30000,2,skoda,skoda rapid,2019,710000,2019,comprehensive,petrol,5,automatic,2019,1598,4,4,no,no,4413,1699,1466,6,fwd,power,5.3,tubeless radial,4,chennai
hatchback,44768,1,maruti,maruti celerio x,2018,459000,2018,comprehensive,petrol,5,automatic,2018,998,3,4,no,no,3715,1635,1565,a,fwd,electric,4.83,tubeless radial,5,chennai
suv,27062,1,ford,ford ecosport,2020,769000,2020,comprehensive,petrol,5,manual,2020,1496,3,4,no,no,3998,1765,1647,5,fwd,electric,5.3,tubeless radial,5,chennai
sedan,46973,1,hyundai,hyundai verna,2018,900000,2018,third party,petrol,5,manual,2018,1591,4,4,no,no,4440,1729,1475,6,fwd,power,5.01,tubeless,4,chennai
sedan,22239,1,volkswagen,volkswagen virtus,2022,1277000,2022,third party,petrol,5,manual,2022,999,3,4,yes,no,4561,1752,1507,6,fwd,electric,5.05,tubeless radial,4,chennai
suv,16455,1,tata,tata nexon,2021,969000,2021,comprehensive,petrol,5,manual,2021,1199,3,4,yes,no,3993,1811,1606,6,fwd,manual,5.1,tubeless radial,5,chennai
sedan,20000,1,bmw,bmw 5 series,2021,6000000,2021,comprehensive,diesel,5,automatic,2021,1995,4,4,twin,no,4936,2126,1466,8,rwd,power,5.6,tubeless runflat,4,chennai
hatchback,5107,1,tata,tata altroz,2022,942000,2022,comprehensive,petrol,5,automatic,2022,1199,3,4,no,no,3990,1755,1523,6,fwd,electric,5.0,tubeless radial,5,chennai
hatchback,34000,1,hyundai,hyundai grand i10 nios,2022,690000,2022,third party,petrol,5,manual,2022,1197,4,4,no,no,3805,1680,1520,5,fwd,electric,5.01,tubeless radial,5,chennai
suv,88923,1,jeep,jeep compass,2018,1256000,2018,comprehensive,petrol,5,automatic,2018,1368,4,4,yes,no,4395,1818,1640,7,4x2,power,5.7,tubeless radial,5,chennai
hatchback,94581,2,maruti,maruti wagon r,2013,288000,2013,third party,petrol,5,manual,2013,998,3,4,no,no,3595,1495,1700,5,fwd,power,4.6,tubeless radial,4,chennai
suv,71000,1,land rover,land rover discovery,2017,3600000,2017,comprehensive,diesel,7,automatic,2017,2993,6,4,yes,no,4988,2220,1846,8,awd,power,5.72,tubeless radial,5,chennai
hatchback,30924,1,hyundai,hyundai i20,2021,950000,2021,third party,petrol,5,manual,2021,998,3,4,yes,no,3995,1775,1505,6,fwd,electric,5.01,tubeless radial,5,chennai
hatchback,58747,2,maruti,maruti alto k10,2011,222000,2011,third party,petrol,5,manual,2011,998,3,4,no,no,3620,1475,1460,5,fwd,power,4.6,tubeless radial,5,chennai
hatchback,63697,1,maruti,maruti alto,2012,235000,2012,third party,petrol,5,manual,2012,796,3,4,no,no,3495,1475,1460,5,fwd,power,4.6,tubeless radial,5,chennai
suv,53000,1,honda,honda wr-v,2017,890000,2017,third party,diesel,5,manual,2017,1498,4,4,yes,no,3999,1734,1601,6,fwd,electric,5.3,tubeless radial,5,chennai
suv,43000,1,ford,ford ecosport,2016,660000,2016,comprehensive,diesel,5,manual,2016,1498,4,4,yes,no,3998,1765,1647,5,fwd,electric,5.3,tubeless radial,5,chennai
sedan,21000,1,toyota,toyota camry,2020,3900000,2020,comprehensive,petrol,5,automatic,2020,2487,4,4,no,no,4885,1840,1455,c,fwd,power,5.8,tubeless radial,4,chennai
sedan,108513,2,honda,honda amaze,2013,380000,2014,comprehensive,diesel,5,manual,2013,1498,4,4,yes,no,3990,1680,1505,5,fwd,power,4.7,tubeless radial,4,chennai
sedan,91000,1,skoda,skoda rapid,2015,675000,2015,comprehensive,diesel,5,automatic,2015,1498,4,4,yes,no,4386,1699,1466,7,fwd,power,5.3,tubeless radial,4,chennai
sedan,37000,1,lexus,lexus es,2018,5000000,2018,comprehensive,petrol,5,automatic,2018,2487,4,4,yes,no,4975,1865,1445,e,fwd,power,5.9,tubeless radial,4,chennai
suv,71721,1,honda,honda wr-v,2021,971000,2021,comprehensive,diesel,5,manual,2021,1498,4,4,no,no,3999,1734,1601,6,fwd,electric,5.3,tubeless radial,5,chennai
hatchback,39276,1,renault,renault kwid,2019,352000,2019,third party,petrol,5,manual,2019,999,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,chennai
sedan,35000,1,jaguar,jaguar xf,2014,2300000,2014,comprehensive,diesel,5,automatic,2014,1999,4,4,yes,no,5067,2091,1457,8,rwd,power,5.8,tubeless radial,4,chennai
suv,85616,1,maruti,maruti vitara brezza,2019,866000,2019,zero dep,diesel,5,automatic,2019,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,chennai
sedan,56380,1,toyota,toyota etios,2016,508000,2016,third party,petrol,5,manual,2016,1496,4,4,no,no,4265,1695,1510,5,fwd,power,4.9,tubeless,4,chennai
hatchback,83000,3,hyundai,hyundai i20,2009,260000,2009,comprehensive,petrol,5,manual,2009,1197,4,4,no,no,3940,1710,1505,5,fwd,power,5.01,tubeless radial,5,chennai
suv,66211,1,maruti,maruti vitara brezza,2016,796000,2016,comprehensive,diesel,5,manual,2016,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,chennai
sedan,37000,1,audi,audi a3,2019,2480000,2019,third party,petrol,5,automatic,2019,1395,4,4,yes,no,4458,1796,1416,7,fwd,power,5.35,tubeless radial,4,chennai
hatchback,60662,1,hyundai,hyundai grand i10,2016,434000,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,chennai
suv,24140,1,tata,tata punch,2021,782000,2021,comprehensive,petrol,5,automatic,2021,1199,3,4,no,no,3827,1742,1615,5,fwd,electric,4.93,tubeless radial,5,chennai
sedan,56000,1,audi,audi a6,2015,2089999,2016,third party,petrol,5,automatic,2015,1798,4,4,yes,no,4933,1874,1455,7,fwd,power,5.95,tubeless radial,4,chennai
suv,47000,1,audi,audi q3,2017,2480000,2018,third party,petrol,5,automatic,2017,1395,4,4,yes,no,4388,1831,1608,6,fwd,power,5.9,tubeless radial,5,chennai
suv,54700,1,audi,audi q3,2016,1989999,2017,third party,diesel,5,automatic,2016,1968,4,4,yes,no,4388,2019,1608,7,awd,power,5.9,tubeless radial,5,chennai
hatchback,27000,1,hyundai,hyundai i20,2021,1090000,2021,third party,petrol,5,automatic,2021,998,3,4,yes,no,3995,1775,1505,7,fwd,electric,5.01,tubeless radial,5,chennai
hatchback,63000,2,chevrolet,chevrolet beat,2013,350000,2014,third party,diesel,5,manual,2013,936,3,4,no,no,3640,1595,1520,5,fwd,power,4.85,tubeless radial,5,chennai
suv,65000,1,bmw,bmw x1,2019,3375000,2020,comprehensive,diesel,5,automatic,2019,1995,4,4,yes,no,4439,2060,1612,8,awd,power,5.8,tubeless radial,5,chennai
sedan,81000,4,audi,audi a6,2013,994999,2014,third party,diesel,5,automatic,2013,2967,6,4,yes,no,4915,2086,1455,8,awd,power,5.95,tubeless radial,4,chennai
suv,94000,2,mercedes-benz,mercedes-benz gl-class,2014,2480000,2014,third party,diesel,7,automatic,2014,2987,6,4,yes,no,5120,2141,1850,7,awd,power,6.2,tubeless radial,5,chennai
muv,11000,1,kia,kia carens,2022,1950000,2022,comprehensive,petrol,7,automatic,2022,1353,4,4,yes,no,4540,1800,1708,7,2wd,power,5.41,tubeless radial,5,chennai
sedan,12901,1,volkswagen,volkswagen virtus,2022,1621000,2022,comprehensive,petrol,5,automatic,2022,999,3,4,yes,no,4561,1752,1507,6,fwd,electric,5.05,tubeless radial,4,chennai
hatchback,29708,1,datsun,datsun go,2019,471000,2020,third party,petrol,5,automatic,2019,1198,3,4,no,no,3788,1636,1507,5,fwd,power,4.6,tubeless,5,chennai
suv,22186,1,mg,mg astor,2021,1689999,2021,third party,petrol,5,automatic,2021,1498,4,4,no,no,4323,1809,1650,8,fwd,electronic,5.41,tubeless radial,5,chennai
muv,71413,1,datsun,datsun go plus,2019,396000,2019,comprehensive,petrol,7,manual,2019,1198,3,4,no,no,3995,1636,1507,5,fwd,electric,4.6,tubeless,5,chennai
hatchback,50046,3,hyundai,hyundai i20,2011,301000,2011,third party,petrol,5,manual,2011,1197,4,4,no,no,3940,1710,1505,5,fwd,power,5.2,tubeless radial,5,chennai
suv,57600,1,kia,kia seltos,2019,1490000,2019,third party,petrol,5,automatic,2019,1353,4,4,yes,no,4315,1800,1645,7,2wd,power,5.41,tubeless radial,5,chennai
hatchback,46116,2,datsun,datsun go,2019,393000,2019,comprehensive,petrol,5,manual,2019,1198,3,4,no,no,3788,1636,1507,5,fwd,power,4.6,tubeless,5,chennai
suv,11700,1,audi,audi q2,2020,2680000,2021,third party,petrol,5,automatic,2020,1984,4,4,yes,no,4318,1805,1548,7,awd,power,6.16,radial,5,chennai
suv,24602,1,tata,tata new safari,2021,1891000,2021,third party,diesel,6,automatic,2021,1956,4,4,yes,no,4661,1894,1786,6,fwd,power,4.93,tubeless radial,5,chennai
hatchback,81454,1,volkswagen,volkswagen polo,2018,555000,2018,third party,petrol,5,manual,2018,999,3,4,no,no,3971,1682,1469,5,fwd,power,4.97,tubeless radial,5,chennai
sedan,6000,1,bmw,bmw 3 series,2022,6000000,2022,comprehensive,petrol,5,automatic,2022,1998,4,4,yes,no,4824,1811,1429,8,rwd,power,5.5,tubeless runflat,4,chennai
suv,37655,1,ford,ford ecosport,2019,990000,2019,third party,petrol,5,automatic,2019,1497,3,4,no,no,3998,1765,1647,6,fwd,power,5.3,tubeless radial,4,chennai
sedan,73000,2,audi,audi a4,2013,1390000,2013,comprehensive,diesel,5,automatic,2013,1968,4,4,yes,no,4701,2040,1427,8,fwd,power,5.8,tubeless radial,4,chennai
sedan,15100,1,volkswagen,volkswagen vento,2017,850000,2018,third party,petrol,5,manual,2017,1598,4,4,no,no,4390,1699,1467,5,fwd,power,5.4,tubeless radial,4,chennai
suv,70000,2,audi,audi q3,2016,2425000,2016,comprehensive,diesel,5,automatic,2016,1968,4,4,yes,no,4388,1831,1608,7,awd,power,5.9,tubeless radial,5,chennai
suv,75000,2,audi,audi q3,2016,2350000,2017,comprehensive,diesel,5,automatic,2016,1968,4,4,yes,no,4388,1831,1608,7,awd,power,5.9,tubeless radial,5,chennai
suv,15000,0,audi,audi q3,2022,4400000,2022,third party,petrol,5,automatic,2022,1984,4,4,no,no,4482,1849,1607,7,awd,manual,6.16,radial,5,chennai
suv,23700,1,kia,kia sonet,2020,1050000,2020,third party,petrol,5,manual,2020,998,3,4,yes,no,3995,1790,1642,6,fwd,electric,5.41,tubeless radial,5,chennai
suv,7087,0,renault,renault kiger,2022,972000,2022,third party,petrol,5,manual,2022,999,3,4,yes,no,3991,1750,1605,5,fwd,electric,4.97,tubeless radial,5,chennai
hatchback,40000,1,hyundai,hyundai grand i10 nios,2020,725000,2020,comprehensive,petrol,5,manual,2020,1197,4,4,no,no,3805,1680,1520,5,fwd,electric,5.01,tubeless radial,5,chennai
hatchback,58155,2,renault,renault kwid,2016,316000,2016,third party,petrol,5,manual,2016,799,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,chennai
suv,30015,3,ford,ford ecosport,2020,860000,2020,third party,petrol,5,automatic,2020,1497,3,4,no,no,3998,1765,1647,6,fwd,power,5.3,tubeless radial,4,chennai
sedan,5239,1,hyundai,hyundai aura,2022,890000,2022,third party,petrol,5,automatic,2022,1197,4,4,no,no,3995,1680,1520,5,fwd,electric,5.01,tubeless radial,4,chennai
hatchback,62606,2,hyundai,hyundai i10,2011,250999,2011,third party,petrol,5,manual,2011,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.01,tubeless radial,4,chennai
hatchback,65287,1,tata,tata tiago,2017,433000,2017,third party,petrol,5,manual,2017,1199,3,4,no,no,3746,1647,1535,5,fwd,power,4.9,tubeless,5,chennai
sedan,12000,2,audi,audi a3,2019,3200000,2019,comprehensive,diesel,5,automatic,2019,1968,4,4,yes,no,4458,1796,1416,6,fwd,power,5.35,tubeless radial,4,chennai
sedan,50267,1,maruti,maruti ciaz,2018,715000,2018,comprehensive,diesel,5,automatic,2018,1248,4,4,yes,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,chennai
